areaId,timestamp,temperatureC,precipitationMm,windKph,icyFlag
6,2026-03-23T03:00:00+00:00,6.58,1.24,12.83,0
6,2026-03-23T04:00:00+00:00,4.4,0.16,7.65,0
6,2026-03-23T05:00:00+00:00,7.64,0.03,7.42,0
6,2026-03-23T06:00:00+00:00,7.0,0.62,28.05,0
6,2026-03-23T07:00:00+00:00,10.81,0.0,14.29,0
6,2026-03-23T08:00:00+00:00,12.0,0.12,27.79,0
6,2026-03-23T09:00:00+00:00,10.38,0.85,20.05,0
6,2026-03-23T10:00:00+00:00,10.59,0.34,14.43,0
6,2026-03-23T11:00:00+00:00,9.86,0.0,17.19,0
6,2026-03-23T12:00:00+00:00,13.16,0.46,18.32,0
7,2026-03-20T13:00:00+00:00,11.2,0.15,12.02,0
7,2026-03-20T14:00:00+00:00,10.06,0.0,22.78,0
7,2026-03-20T15:00:00+00:00,11.14,0.68,10.75,0
7,2026-03-20T16:00:00+00:00,9.63,2.76,9.58,0
7,2026-03-20T17:00:00+00:00,11.08,0.0,23.37,0
7,2026-03-20T18:00:00+00:00,6.59,0.65,12.75,0
7,2026-03-20T19:00:00+00:00,6.43,3.2,6.12,0
7,2026-03-20T20:00:00+00:00,7.09,0.45,24.34,0
7,2026-03-20T21:00:00+00:00,4.42,0.0,20.95,0
7,2026-03-20T22:00:00+00:00,3.5,1.34,15.73,0
7,2026-03-20T23:00:00+00:00,6.9,0.0,15.55,0
7,2026-03-21T00:00:00+00:00,7.71,0.18,16.18,0
7,2026-03-21T01:00:00+00:00,5.58,1.38,13.47,0
7,2026-03-21T02:00:00+00:00,6.03,0.0,21.85,0
7,2026-03-21T03:00:00+00:00,4.26,0.42,19.31,0
7,2026-03-21T04:00:00+00:00,5.0,1.44,5.24,0
7,2026-03-21T05:00:00+00:00,7.97,0.38,15.29,0
7,2026-03-21T06:00:00+00:00,6.24,0.0,19.24,0
7,2026-03-21T07:00:00+00:00,11.45,0.89,19.15,0
7,2026-03-21T08:00:00+00:00,13.06,0.0,5.76,0
7,2026-03-21T09:00:00+00:00,14.88,0.61,21.16,0
7,2026-03-21T10:00:00+00:00,10.65,0.0,29.07,0
7,2026-03-21T11:00:00+00:00,12.29,0.97,9.12,0
7,2026-03-21T12:00:00+00:00,12.98,0.0,26.36,0
7,2026-03-21T13:00:00+00:00,11.34,0.4,23.77,0
7,2026-03-21T14:00:00+00:00,11.96,0.0,8.02,0
7,2026-03-21T15:00:00+00:00,10.15,0.51,23.65,0
7,2026-03-21T16:00:00+00:00,9.3,0.17,15.33,0
7,2026-03-21T17:00:00+00:00,11.74,1.42,19.27,0
7,2026-03-21T18:00:00+00:00,9.61,2.43,16.71,0
7,2026-03-21T19:00:00+00:00,7.67,1.62,9.77,0
7,2026-03-21T20:00:00+00:00,6.69,0.24,18.17,0
7,2026-03-21T21:00:00+00:00,4.43,0.03,12.93,0
7,2026-03-21T22:00:00+00:00,7.14,0.0,19.47,0
7,2026-03-21T23:00:00+00:00,4.52,0.27,20.74,0
7,2026-03-22T00:00:00+00:00,8.46,0.0,5.69,0
7,2026-03-22T01:00:00+00:00,4.3,0.92,17.23,0
7,2026-03-22T02:00:00+00:00,6.91,0.22,17.48,0
7,2026-03-22T03:00:00+00:00,7.05,0.47,17.12,0
7,2026-03-22T04:00:00+00:00,5.92,0.13,12.8,0
7,2026-03-22T05:00:00+00:00,9.13,0.0,13.3,0
7,2026-03-22T06:00:00+00:00,8.11,1.11,19.75,0
7,2026-03-22T07:00:00+00:00,10.69,2.67,14.48,0
7,2026-03-22T08:00:00+00:00,11.22,0.26,19.96,0
7,2026-03-22T09:00:00+00:00,9.54,0.21,15.44,0
7,2026-03-22T10:00:00+00:00,12.91,0.12,9.52,0
7,2026-03-22T11:00:00+00:00,10.98,0.0,10.87,0
7,2026-03-22T12:00:00+00:00,14.5,1.43,13.06,0
7,2026-03-22T13:00:00+00:00,12.03,1.6,23.91,0
7,2026-03-22T14:00:00+00:00,10.68,2.72,18.81,0
7,2026-03-22T15:00:00+00:00,10.25,1.17,7.01,0
7,2026-03-22T16:00:00+00:00,12.95,0.43,10.59,0
7,2026-03-22T17:00:00+00:00,7.68,0.82,24.85,0
7,2026-03-22T18:00:00+00:00,11.16,0.79,20.23,0
7,2026-03-22T19:00:00+00:00,7.47,1.29,13.56,0
7,2026-03-22T20:00:00+00:00,8.46,0.42,13.64,0
7,2026-03-22T21:00:00+00:00,4.04,0.0,14.51,0
7,2026-03-22T22:00:00+00:00,3.83,0.95,17.0,0
7,2026-03-22T23:00:00+00:00,3.46,2.14,14.98,0
7,2026-03-23T00:00:00+00:00,7.64,0.46,24.5,0
7,2026-03-23T01:00:00+00:00,3.89,0.0,16.13,0
7,2026-03-23T02:00:00+00:00,3.05,0.63,18.51,0
7,2026-03-23T03:00:00+00:00,6.26,0.26,12.24,0
7,2026-03-23T04:00:00+00:00,7.99,1.4,14.55,0
7,2026-03-23T05:00:00+00:00,4.01,0.01,9.44,0
7,2026-03-23T06:00:00+00:00,9.72,0.1,22.86,0
7,2026-03-23T07:00:00+00:00,9.04,0.5,12.39,0
7,2026-03-23T08:00:00+00:00,10.5,0.99,11.09,0
7,2026-03-23T09:00:00+00:00,12.31,1.94,16.06,0
7,2026-03-23T10:00:00+00:00,12.02,0.27,26.92,0
7,2026-03-23T11:00:00+00:00,10.86,0.76,10.28,0
7,2026-03-23T12:00:00+00:00,14.05,0.97,8.14,0
8,2026-03-20T13:00:00+00:00,11.41,2.64,22.92,0
8,2026-03-20T14:00:00+00:00,12.67,0.0,23.42,0
8,2026-03-20T15:00:00+00:00,12.05,0.71,19.5,0
8,2026-03-20T16:00:00+00:00,9.4,0.03,6.9,0
8,2026-03-20T17:00:00+00:00,8.54,0.65,21.04,0
8,2026-03-20T18:00:00+00:00,9.07,0.0,15.2,0
8,2026-03-20T19:00:00+00:00,5.3,2.66,14.76,0
8,2026-03-20T20:00:00+00:00,7.19,1.45,9.13,0
8,2026-03-20T21:00:00+00:00,6.24,0.18,20.78,0
8,2026-03-20T22:00:00+00:00,3.99,1.86,14.1,0
8,2026-03-20T23:00:00+00:00,5.02,0.0,9.86,0
8,2026-03-21T00:00:00+00:00,4.94,1.67,14.82,0
8,2026-03-21T01:00:00+00:00,2.53,2.9,36.88,0
8,2026-03-21T02:00:00+00:00,5.44,0.54,9.11,0
8,2026-03-21T03:00:00+00:00,4.11,0.11,12.07,0
8,2026-03-21T04:00:00+00:00,6.64,1.62,17.84,0
8,2026-03-21T05:00:00+00:00,8.55,0.06,17.03,0
8,2026-03-21T06:00:00+00:00,7.09,0.19,23.38,0
8,2026-03-21T07:00:00+00:00,12.16,0.2,1.41,0
8,2026-03-21T08:00:00+00:00,10.76,5.68,12.68,0
8,2026-03-21T09:00:00+00:00,11.2,1.62,6.01,0
8,2026-03-21T10:00:00+00:00,11.47,0.65,21.16,0
8,2026-03-21T11:00:00+00:00,12.58,0.55,13.19,0
8,2026-03-21T12:00:00+00:00,13.61,0.73,12.76,0
8,2026-03-21T13:00:00+00:00,11.78,0.0,5.34,0
8,2026-03-21T14:00:00+00:00,11.3,0.57,16.69,0
8,2026-03-21T15:00:00+00:00,10.03,0.79,16.77,0
8,2026-03-21T16:00:00+00:00,9.1,0.16,21.71,0
8,2026-03-21T17:00:00+00:00,7.89,0.9,22.56,0
8,2026-03-21T18:00:00+00:00,10.44,2.26,23.34,0
8,2026-03-21T19:00:00+00:00,8.33,1.25,13.03,0
8,2026-03-21T20:00:00+00:00,3.8,1.28,24.36,0
8,2026-03-21T21:00:00+00:00,4.52,0.0,23.74,0
8,2026-03-21T22:00:00+00:00,4.71,0.11,14.73,0
8,2026-03-21T23:00:00+00:00,4.7,0.61,23.96,0
8,2026-03-22T00:00:00+00:00,6.15,0.0,0.0,0
8,2026-03-22T01:00:00+00:00,5.76,0.48,17.54,0
8,2026-03-22T02:00:00+00:00,6.53,0.25,22.85,0
8,2026-03-22T03:00:00+00:00,4.36,0.77,9.77,0
8,2026-03-22T04:00:00+00:00,7.16,1.7,20.03,0
8,2026-03-22T05:00:00+00:00,7.79,1.46,16.43,0
8,2026-03-22T06:00:00+00:00,5.13,1.94,25.27,0
8,2026-03-22T07:00:00+00:00,9.12,0.25,17.48,0
8,2026-03-22T08:00:00+00:00,8.03,0.85,8.48,0
8,2026-03-22T09:00:00+00:00,10.29,1.48,10.73,0
8,2026-03-22T10:00:00+00:00,11.65,0.73,9.98,0
8,2026-03-22T11:00:00+00:00,13.86,0.0,13.03,0
8,2026-03-22T12:00:00+00:00,10.57,0.0,10.91,0
8,2026-03-22T13:00:00+00:00,12.38,0.35,0.13,0
8,2026-03-22T14:00:00+00:00,12.21,0.0,15.52,0
8,2026-03-22T15:00:00+00:00,9.72,2.32,9.89,0
8,2026-03-22T16:00:00+00:00,11.92,0.46,18.68,0
8,2026-03-22T17:00:00+00:00,8.53,1.09,21.68,0
8,2026-03-22T18:00:00+00:00,6.65,0.05,13.65,0
8,2026-03-22T19:00:00+00:00,6.92,1.18,12.99,0
8,2026-03-22T20:00:00+00:00,6.51,1.53,13.3,0
8,2026-03-22T21:00:00+00:00,3.27,0.0,17.37,0
8,2026-03-22T22:00:00+00:00,4.69,0.24,11.98,0
8,2026-03-22T23:00:00+00:00,6.38,1.6,27.72,0
8,2026-03-23T00:00:00+00:00,4.02,0.75,11.43,0
8,2026-03-23T01:00:00+00:00,3.94,0.0,27.43,0
8,2026-03-23T02:00:00+00:00,4.17,0.0,13.89,0
8,2026-03-23T03:00:00+00:00,3.3,0.56,15.02,0
8,2026-03-23T04:00:00+00:00,7.87,0.35,19.72,0
8,2026-03-23T05:00:00+00:00,6.69,1.7,14.9,0
8,2026-03-23T06:00:00+00:00,10.37,0.6,26.23,0
8,2026-03-23T07:00:00+00:00,7.03,0.47,19.81,0
8,2026-03-23T08:00:00+00:00,8.88,0.17,20.08,0
8,2026-03-23T09:00:00+00:00,11.61,2.51,14.35,0
8,2026-03-23T10:00:00+00:00,12.46,0.58,10.58,0
8,2026-03-23T11:00:00+00:00,12.69,0.85,22.36,0
8,2026-03-23T12:00:00+00:00,10.11,0.23,16.8,0
9,2026-03-20T13:00:00+00:00,13.92,0.73,27.14,0
9,2026-03-20T14:00:00+00:00,12.52,0.0,20.5,0
9,2026-03-20T15:00:00+00:00,11.81,3.37,14.9,0
9,2026-03-20T16:00:00+00:00,10.79,1.42,12.22,0
9,2026-03-20T17:00:00+00:00,9.37,0.85,15.11,0
9,2026-03-20T18:00:00+00:00,10.45,0.0,10.63,0
9,2026-03-20T19:00:00+00:00,8.53,1.7,14.6,0
9,2026-03-20T20:00:00+00:00,8.05,0.99,14.02,0
9,2026-03-20T21:00:00+00:00,6.85,0.17,6.15,0
9,2026-03-20T22:00:00+00:00,5.35,1.98,17.34,0
9,2026-03-20T23:00:00+00:00,4.23,0.06,13.23,0
9,2026-03-21T00:00:00+00:00,3.25,0.0,19.12,0
9,2026-03-21T01:00:00+00:00,5.72,0.26,17.4,0
9,2026-03-21T02:00:00+00:00,5.29,1.6,13.37,0
9,2026-03-21T03:00:00+00:00,4.89,0.0,20.67,0
9,2026-03-21T04:00:00+00:00,7.3,1.54,14.91,0
9,2026-03-21T05:00:00+00:00,7.85,0.48,10.45,0
9,2026-03-21T06:00:00+00:00,9.06,0.63,15.72,0
9,2026-03-21T07:00:00+00:00,11.97,3.19,23.18,0
9,2026-03-21T08:00:00+00:00,9.6,0.4,8.74,0
9,2026-03-21T09:00:00+00:00,12.31,0.16,15.3,0
9,2026-03-21T10:00:00+00:00,13.05,0.0,10.27,0
9,2026-03-21T11:00:00+00:00,13.79,0.0,21.82,0
9,2026-03-21T12:00:00+00:00,13.42,0.0,18.69,0
9,2026-03-21T13:00:00+00:00,13.08,0.03,13.93,0
9,2026-03-21T14:00:00+00:00,11.9,1.22,20.94,0
9,2026-03-21T15:00:00+00:00,11.57,0.92,18.2,0
9,2026-03-21T16:00:00+00:00,8.67,0.05,13.63,0
9,2026-03-21T17:00:00+00:00,12.72,2.73,14.3,0
9,2026-03-21T18:00:00+00:00,5.38,0.37,16.27,0
9,2026-03-21T19:00:00+00:00,8.46,0.76,19.76,0
9,2026-03-21T20:00:00+00:00,7.0,0.09,12.95,0
9,2026-03-21T21:00:00+00:00,6.8,2.29,14.55,0
9,2026-03-21T22:00:00+00:00,6.88,1.42,2.75,0
9,2026-03-21T23:00:00+00:00,5.63,0.0,26.4,0
9,2026-03-22T00:00:00+00:00,5.86,3.36,22.19,0
9,2026-03-22T01:00:00+00:00,5.36,2.79,14.26,0
9,2026-03-22T02:00:00+00:00,3.54,1.7,12.0,0
9,2026-03-22T03:00:00+00:00,7.44,0.03,10.27,0
9,2026-03-22T04:00:00+00:00,7.88,0.26,17.35,0
9,2026-03-22T05:00:00+00:00,11.44,0.09,15.06,0
9,2026-03-22T06:00:00+00:00,8.16,0.06,1.84,0
9,2026-03-22T07:00:00+00:00,12.33,0.0,9.85,0
9,2026-03-22T08:00:00+00:00,12.4,3.52,13.58,0
9,2026-03-22T09:00:00+00:00,12.34,0.0,17.66,0
9,2026-03-22T10:00:00+00:00,11.09,0.01,2.06,0
9,2026-03-22T11:00:00+00:00,11.91,1.08,23.59,0
9,2026-03-22T12:00:00+00:00,16.6,0.0,10.38,0
9,2026-03-22T13:00:00+00:00,13.16,0.45,14.67,0
9,2026-03-22T14:00:00+00:00,13.47,1.14,14.14,0
9,2026-03-22T15:00:00+00:00,13.41,0.98,22.67,0
9,2026-03-22T16:00:00+00:00,12.54,0.12,25.86,0
9,2026-03-22T17:00:00+00:00,7.79,0.0,5.4,0
9,2026-03-22T18:00:00+00:00,8.9,0.59,17.25,0
9,2026-03-22T19:00:00+00:00,9.44,0.16,15.05,0
9,2026-03-22T20:00:00+00:00,8.3,1.95,10.36,0
9,2026-03-22T21:00:00+00:00,7.54,0.42,19.08,0
9,2026-03-22T22:00:00+00:00,8.2,1.61,20.18,0
9,2026-03-22T23:00:00+00:00,5.64,0.23,14.3,0
9,2026-03-23T00:00:00+00:00,4.67,0.0,7.5,0
9,2026-03-23T01:00:00+00:00,4.64,1.0,15.16,0
9,2026-03-23T02:00:00+00:00,6.35,0.0,23.62,0
9,2026-03-23T03:00:00+00:00,5.95,1.7,19.86,0
9,2026-03-23T04:00:00+00:00,7.76,0.92,19.67,0
9,2026-03-23T05:00:00+00:00,6.73,0.49,8.09,0
9,2026-03-23T06:00:00+00:00,11.58,0.0,20.69,0
9,2026-03-23T07:00:00+00:00,7.59,0.24,15.6,0
9,2026-03-23T08:00:00+00:00,12.23,0.0,26.46,0
9,2026-03-23T09:00:00+00:00,11.58,0.36,21.69,0
9,2026-03-23T10:00:00+00:00,14.84,0.09,18.79,0
9,2026-03-23T11:00:00+00:00,14.86,0.31,13.53,0
9,2026-03-23T12:00:00+00:00,13.59,0.85,9.32,0
10,2026-03-20T13:00:00+00:00,9.3,0.87,16.95,0
10,2026-03-20T14:00:00+00:00,14.24,0.67,9.55,0
10,2026-03-20T15:00:00+00:00,12.28,0.75,6.42,0
10,2026-03-20T16:00:00+00:00,10.74,1.22,11.31,0
10,2026-03-20T17:00:00+00:00,4.68,0.53,23.14,0
10,2026-03-20T18:00:00+00:00,8.53,1.26,28.18,0
10,2026-03-20T19:00:00+00:00,7.07,0.44,19.28,0
10,2026-03-20T20:00:00+00:00,7.21,0.62,6.84,0
10,2026-03-20T21:00:00+00:00,5.09,0.82,16.74,0
10,2026-03-20T22:00:00+00:00,8.62,1.07,9.95,0
10,2026-03-20T23:00:00+00:00,4.39,0.97,22.24,0
10,2026-03-21T00:00:00+00:00,3.33,0.34,19.64,0
10,2026-03-21T01:00:00+00:00,4.69,1.17,18.3,0
10,2026-03-21T02:00:00+00:00,8.5,1.17,18.04,0
10,2026-03-21T03:00:00+00:00,5.78,0.31,1.49,0
10,2026-03-21T04:00:00+00:00,6.46,0.2,12.43,0
10,2026-03-21T05:00:00+00:00,8.08,0.51,18.82,0
10,2026-03-21T06:00:00+00:00,8.89,3.08,2.97,0
10,2026-03-21T07:00:00+00:00,8.87,0.0,14.86,0
10,2026-03-21T08:00:00+00:00,11.73,3.63,15.71,0
10,2026-03-21T09:00:00+00:00,11.53,3.24,21.63,0
10,2026-03-21T10:00:00+00:00,9.89,0.19,14.73,0
10,2026-03-21T11:00:00+00:00,13.99,0.4,25.9,0
10,2026-03-21T12:00:00+00:00,14.45,1.07,25.89,0
10,2026-03-21T13:00:00+00:00,12.22,2.1,20.79,0
10,2026-03-21T14:00:00+00:00,15.24,0.0,12.41,0
10,2026-03-21T15:00:00+00:00,11.33,1.37,21.11,0
10,2026-03-21T16:00:00+00:00,10.72,0.0,14.2,0
10,2026-03-21T17:00:00+00:00,8.31,0.15,29.73,0
10,2026-03-21T18:00:00+00:00,7.64,1.34,18.89,0
10,2026-03-21T19:00:00+00:00,6.35,0.15,4.96,0
10,2026-03-21T20:00:00+00:00,4.35,0.46,14.36,0
10,2026-03-21T21:00:00+00:00,5.64,1.37,17.74,0
10,2026-03-21T22:00:00+00:00,3.22,0.0,5.78,0
10,2026-03-21T23:00:00+00:00,5.89,0.17,11.84,0
10,2026-03-22T00:00:00+00:00,7.04,0.0,8.6,0
10,2026-03-22T01:00:00+00:00,3.55,2.73,7.33,0
10,2026-03-22T02:00:00+00:00,6.48,1.86,14.93,0
10,2026-03-22T03:00:00+00:00,8.32,0.51,17.07,0
10,2026-03-22T04:00:00+00:00,6.53,1.01,10.79,0
10,2026-03-22T05:00:00+00:00,9.65,0.87,10.04,0
10,2026-03-22T06:00:00+00:00,10.46,0.77,4.67,0
10,2026-03-22T07:00:00+00:00,10.71,0.0,5.5,0
10,2026-03-22T08:00:00+00:00,10.35,0.02,17.23,0
10,2026-03-22T09:00:00+00:00,10.54,0.36,24.9,0
10,2026-03-22T10:00:00+00:00,11.31,0.31,26.27,0
10,2026-03-22T11:00:00+00:00,9.24,0.66,7.77,0
10,2026-03-22T12:00:00+00:00,9.48,0.0,14.96,0
10,2026-03-22T13:00:00+00:00,15.52,0.42,18.92,0
10,2026-03-22T14:00:00+00:00,10.42,0.0,19.21,0
10,2026-03-22T15:00:00+00:00,11.86,0.28,8.18,0
10,2026-03-22T16:00:00+00:00,10.6,1.28,14.56,0
10,2026-03-22T17:00:00+00:00,11.07,0.19,23.9,0
10,2026-03-22T18:00:00+00:00,10.58,0.72,19.35,0
10,2026-03-22T19:00:00+00:00,9.2,1.29,13.72,0
10,2026-03-22T20:00:00+00:00,6.51,0.0,15.72,0
10,2026-03-22T21:00:00+00:00,6.75,0.29,23.4,0
10,2026-03-22T22:00:00+00:00,4.73,1.26,9.83,0
10,2026-03-22T23:00:00+00:00,4.02,0.0,13.08,0
10,2026-03-23T00:00:00+00:00,3.51,0.2,11.9,0
10,2026-03-23T01:00:00+00:00,2.94,4.29,25.78,0
10,2026-03-23T02:00:00+00:00,8.63,0.34,10.7,0
10,2026-03-23T03:00:00+00:00,5.75,0.43,11.85,0
10,2026-03-23T04:00:00+00:00,7.45,1.79,20.01,0
10,2026-03-23T05:00:00+00:00,10.02,0.79,14.7,0
10,2026-03-23T06:00:00+00:00,7.23,1.48,20.16,0
10,2026-03-23T07:00:00+00:00,8.97,0.61,7.03,0
10,2026-03-23T08:00:00+00:00,10.04,0.22,10.94,0
10,2026-03-23T09:00:00+00:00,11.89,1.05,12.53,0
10,2026-03-23T10:00:00+00:00,12.01,0.05,22.28,0
10,2026-03-23T11:00:00+00:00,12.44,0.05,16.63,0
10,2026-03-23T12:00:00+00:00,14.01,0.67,12.81,0
11,2026-03-20T13:00:00+00:00,15.1,0.0,8.71,0
11,2026-03-20T14:00:00+00:00,13.78,1.36,18.85,0
11,2026-03-20T15:00:00+00:00,12.87,0.14,14.64,0
11,2026-03-20T16:00:00+00:00,10.91,0.58,16.52,0
11,2026-03-20T17:00:00+00:00,8.73,0.2,24.07,0
11,2026-03-20T18:00:00+00:00,11.7,0.0,18.34,0
11,2026-03-20T19:00:00+00:00,6.59,1.32,20.02,0
11,2026-03-20T20:00:00+00:00,9.15,1.12,21.08,0
11,2026-03-20T21:00:00+00:00,7.11,0.02,13.88,0
11,2026-03-20T22:00:00+00:00,5.95,0.39,6.74,0
11,2026-03-20T23:00:00+00:00,5.61,0.46,6.45,0
11,2026-03-21T00:00:00+00:00,4.46,0.02,16.13,0
11,2026-03-21T01:00:00+00:00,5.67,1.45,14.47,0
11,2026-03-21T02:00:00+00:00,5.13,0.45,20.2,0
11,2026-03-21T03:00:00+00:00,6.1,1.57,7.18,0
11,2026-03-21T04:00:00+00:00,6.0,0.89,10.22,0
11,2026-03-21T05:00:00+00:00,9.61,0.75,19.98,0
11,2026-03-21T06:00:00+00:00,8.0,0.13,9.71,0
11,2026-03-21T07:00:00+00:00,11.55,1.22,5.46,0
11,2026-03-21T08:00:00+00:00,11.21,0.66,14.64,0
11,2026-03-21T09:00:00+00:00,10.57,0.09,17.51,0
11,2026-03-21T10:00:00+00:00,9.18,0.57,18.79,0
11,2026-03-21T11:00:00+00:00,10.23,0.54,15.14,0
11,2026-03-21T12:00:00+00:00,12.67,0.0,14.96,0
11,2026-03-21T13:00:00+00:00,11.56,0.0,11.52,0
11,2026-03-21T14:00:00+00:00,10.31,0.7,2.05,0
11,2026-03-21T15:00:00+00:00,11.83,0.35,21.51,0
11,2026-03-21T16:00:00+00:00,8.39,0.87,16.47,0
11,2026-03-21T17:00:00+00:00,11.03,0.3,13.9,0
11,2026-03-21T18:00:00+00:00,9.62,0.75,16.02,0
11,2026-03-21T19:00:00+00:00,7.53,0.0,12.19,0
11,2026-03-21T20:00:00+00:00,8.15,1.07,12.46,0
11,2026-03-21T21:00:00+00:00,5.71,0.56,12.2,0
11,2026-03-21T22:00:00+00:00,6.35,0.46,8.18,0
11,2026-03-21T23:00:00+00:00,2.66,2.13,2.41,0
11,2026-03-22T00:00:00+00:00,4.2,0.0,14.64,0
11,2026-03-22T01:00:00+00:00,5.72,0.63,13.22,0
11,2026-03-22T02:00:00+00:00,6.33,0.94,19.29,0
11,2026-03-22T03:00:00+00:00,4.3,1.03,14.85,0
11,2026-03-22T04:00:00+00:00,4.58,0.55,19.85,0
11,2026-03-22T05:00:00+00:00,6.71,1.91,3.64,0
11,2026-03-22T06:00:00+00:00,7.98,1.62,12.03,0
11,2026-03-22T07:00:00+00:00,8.39,1.13,22.4,0
11,2026-03-22T08:00:00+00:00,11.82,1.51,18.71,0
11,2026-03-22T09:00:00+00:00,10.7,0.62,9.59,0
11,2026-03-22T10:00:00+00:00,11.47,1.9,26.34,0
11,2026-03-22T11:00:00+00:00,13.45,2.56,15.53,0
11,2026-03-22T12:00:00+00:00,12.7,1.36,11.45,0
11,2026-03-22T13:00:00+00:00,13.87,0.2,7.22,0
11,2026-03-22T14:00:00+00:00,15.04,0.21,17.22,0
11,2026-03-22T15:00:00+00:00,11.32,0.0,3.02,0
11,2026-03-22T16:00:00+00:00,10.92,1.86,25.48,0
11,2026-03-22T17:00:00+00:00,6.69,1.33,24.76,0
11,2026-03-22T18:00:00+00:00,8.68,0.85,23.35,0
11,2026-03-22T19:00:00+00:00,9.36,2.23,3.42,0
11,2026-03-22T20:00:00+00:00,6.76,1.57,7.46,0
11,2026-03-22T21:00:00+00:00,7.17,1.04,13.89,0
11,2026-03-22T22:00:00+00:00,5.62,0.01,18.42,0
11,2026-03-22T23:00:00+00:00,3.0,0.72,18.32,0
11,2026-03-23T00:00:00+00:00,4.65,0.0,20.37,0
11,2026-03-23T01:00:00+00:00,8.36,0.0,19.37,0
11,2026-03-23T02:00:00+00:00,3.15,1.09,15.46,0
11,2026-03-23T03:00:00+00:00,5.41,0.33,18.85,0
11,2026-03-23T04:00:00+00:00,6.02,0.7,14.39,0
11,2026-03-23T05:00:00+00:00,6.92,0.08,19.94,0
11,2026-03-23T06:00:00+00:00,3.4,0.08,11.14,0
11,2026-03-23T07:00:00+00:00,12.11,2.79,15.49,0
11,2026-03-23T08:00:00+00:00,9.02,0.53,9.52,0
11,2026-03-23T09:00:00+00:00,13.01,0.26,12.99,0
11,2026-03-23T10:00:00+00:00,14.69,0.81,9.1,0
11,2026-03-23T11:00:00+00:00,12.11,0.37,15.6,0
11,2026-03-23T12:00:00+00:00,14.69,0.72,28.03,0
12,2026-03-20T13:00:00+00:00,14.85,0.8,18.57,0
12,2026-03-20T14:00:00+00:00,11.6,2.15,16.29,0
12,2026-03-20T15:00:00+00:00,14.36,0.8,13.46,0
12,2026-03-20T16:00:00+00:00,10.78,1.24,11.53,0
12,2026-03-20T17:00:00+00:00,10.29,0.57,16.05,0
12,2026-03-20T18:00:00+00:00,7.78,2.38,13.04,0
12,2026-03-20T19:00:00+00:00,6.6,0.15,10.33,0
12,2026-03-20T20:00:00+00:00,4.56,0.0,13.13,0
12,2026-03-20T21:00:00+00:00,3.84,1.1,10.22,0
12,2026-03-20T22:00:00+00:00,7.55,0.0,21.53,0
12,2026-03-20T23:00:00+00:00,5.1,0.22,8.59,0
12,2026-03-21T00:00:00+00:00,2.85,0.41,16.21,0
12,2026-03-21T01:00:00+00:00,5.53,0.0,7.8,0
12,2026-03-21T02:00:00+00:00,6.06,1.4,5.69,0
12,2026-03-21T03:00:00+00:00,4.05,0.37,12.48,0
12,2026-03-21T04:00:00+00:00,8.09,1.01,13.33,0
12,2026-03-21T05:00:00+00:00,6.85,1.91,20.14,0
12,2026-03-21T06:00:00+00:00,9.4,1.23,18.59,0
12,2026-03-21T07:00:00+00:00,11.71,0.02,5.62,0
12,2026-03-21T08:00:00+00:00,8.84,6.63,16.83,0
12,2026-03-21T09:00:00+00:00,13.73,0.2,20.58,0
12,2026-03-21T10:00:00+00:00,13.88,0.64,21.32,0
12,2026-03-21T11:00:00+00:00,13.8,0.0,11.92,0
12,2026-03-21T12:00:00+00:00,12.07,0.55,22.47,0
12,2026-03-21T13:00:00+00:00,11.98,0.89,20.8,0
12,2026-03-21T14:00:00+00:00,12.73,0.0,24.69,0
12,2026-03-21T15:00:00+00:00,13.36,0.51,22.29,0
12,2026-03-21T16:00:00+00:00,9.86,0.34,13.81,0
12,2026-03-21T17:00:00+00:00,10.39,1.05,12.44,0
12,2026-03-21T18:00:00+00:00,9.28,0.8,13.43,0
12,2026-03-21T19:00:00+00:00,6.35,0.7,11.99,0
12,2026-03-21T20:00:00+00:00,4.9,0.99,12.61,0
12,2026-03-21T21:00:00+00:00,5.83,0.09,10.05,0
12,2026-03-21T22:00:00+00:00,3.83,0.58,19.28,0
12,2026-03-21T23:00:00+00:00,5.7,1.32,7.24,0
12,2026-03-22T00:00:00+00:00,3.85,0.0,16.25,0
12,2026-03-22T01:00:00+00:00,5.3,0.63,21.81,0
12,2026-03-22T02:00:00+00:00,6.39,0.0,16.09,0
12,2026-03-22T03:00:00+00:00,10.27,0.6,19.85,0
12,2026-03-22T04:00:00+00:00,3.82,0.27,13.49,0
12,2026-03-22T05:00:00+00:00,6.9,0.82,10.3,0
12,2026-03-22T06:00:00+00:00,7.25,1.27,14.39,0
12,2026-03-22T07:00:00+00:00,8.01,0.32,15.57,0
12,2026-03-22T08:00:00+00:00,11.42,1.04,17.77,0
12,2026-03-22T09:00:00+00:00,11.87,0.0,18.75,0
12,2026-03-22T10:00:00+00:00,13.12,0.34,17.94,0
12,2026-03-22T11:00:00+00:00,10.85,2.6,15.79,0
12,2026-03-22T12:00:00+00:00,12.97,0.07,13.89,0
12,2026-03-22T13:00:00+00:00,13.86,0.0,22.17,0
12,2026-03-22T14:00:00+00:00,13.43,0.0,16.6,0
12,2026-03-22T15:00:00+00:00,9.96,0.02,10.48,0
12,2026-03-22T16:00:00+00:00,10.11,0.0,10.84,0
12,2026-03-22T17:00:00+00:00,13.05,0.0,14.45,0
