segmentId,linkId,areaId,timestamp,averageVehicleSpeed,travelTime,trafficStatus
A03-S03,L-A03-S03,3,2026-03-20T18:00:00+00:00,55.31,5.31,slow
A03-S03,L-A03-S03,3,2026-03-20T19:00:00+00:00,70.64,4.21,free_flow
A03-S03,L-A03-S03,3,2026-03-20T20:00:00+00:00,67.23,4.67,free_flow
A03-S03,L-A03-S03,3,2026-03-20T21:00:00+00:00,64.6,4.33,unknown
A03-S03,L-A03-S03,3,2026-03-20T22:00:00+00:00,71.56,3.58,unknown
A03-S03,L-A03-S03,3,2026-03-20T23:00:00+00:00,63.17,4.42,slow
A03-S03,L-A03-S03,3,2026-03-21T00:00:00+00:00,62.96,4.61,slow
A03-S03,L-A03-S03,3,2026-03-21T01:00:00+00:00,68.54,3.76,free_flow
A03-S03,L-A03-S03,3,2026-03-21T02:00:00+00:00,69.94,3.87,unknown
A03-S03,L-A03-S03,3,2026-03-21T03:00:00+00:00,62.41,4.12,slow
A03-S03,L-A03-S03,3,2026-03-21T04:00:00+00:00,66.93,4.41,free_flow
A03-S03,L-A03-S03,3,2026-03-21T05:00:00+00:00,71.52,3.94,free_flow
A03-S03,L-A03-S03,3,2026-03-21T06:00:00+00:00,56.57,4.83,slow
A03-S03,L-A03-S03,3,2026-03-21T07:00:00+00:00,60.11,4.47,slow
A03-S03,L-A03-S03,3,2026-03-21T08:00:00+00:00,61.87,4.46,slow
A03-S03,L-A03-S03,3,2026-03-21T09:00:00+00:00,52.12,5.36,slow
A03-S03,L-A03-S03,3,2026-03-21T10:00:00+00:00,66.77,4.42,free_flow
A03-S03,L-A03-S03,3,2026-03-21T11:00:00+00:00,69.31,3.97,free_flow
A03-S03,L-A03-S03,3,2026-03-21T12:00:00+00:00,77.88,3.37,free_flow
A03-S03,L-A03-S03,3,2026-03-21T13:00:00+00:00,72.49,4.12,free_flow
A03-S03,L-A03-S03,3,2026-03-21T14:00:00+00:00,77.71,3.37,free_flow
A03-S03,L-A03-S03,3,2026-03-21T15:00:00+00:00,44.15,6.08,congested
A03-S03,L-A03-S03,3,2026-03-21T16:00:00+00:00,51.75,5.0,slow
A03-S03,L-A03-S03,3,2026-03-21T17:00:00+00:00,59.69,4.66,slow
A03-S03,L-A03-S03,3,2026-03-21T18:00:00+00:00,50.69,5.34,slow
A03-S03,L-A03-S03,3,2026-03-21T19:00:00+00:00,69.3,3.84,free_flow
A03-S03,L-A03-S03,3,2026-03-21T20:00:00+00:00,81.35,3.36,free_flow
A03-S03,L-A03-S03,3,2026-03-21T21:00:00+00:00,70.82,4.13,free_flow
A03-S03,L-A03-S03,3,2026-03-21T22:00:00+00:00,80.63,3.32,free_flow
A03-S03,L-A03-S03,3,2026-03-21T23:00:00+00:00,85.27,3.34,free_flow
A03-S03,L-A03-S03,3,2026-03-22T00:00:00+00:00,78.4,3.5,free_flow
A03-S03,L-A03-S03,3,2026-03-22T01:00:00+00:00,65.26,4.25,slow
A03-S03,L-A03-S03,3,2026-03-22T02:00:00+00:00,76.81,3.49,free_flow
A03-S03,L-A03-S03,3,2026-03-22T03:00:00+00:00,66.08,4.27,unknown
A03-S03,L-A03-S03,3,2026-03-22T04:00:00+00:00,74.34,3.77,free_flow
A03-S03,L-A03-S03,3,2026-03-22T05:00:00+00:00,82.63,3.37,free_flow
A03-S03,L-A03-S03,3,2026-03-22T06:00:00+00:00,56.64,4.9,slow
A03-S03,L-A03-S03,3,2026-03-22T07:00:00+00:00,56.87,5.01,slow
A03-S03,L-A03-S03,3,2026-03-22T08:00:00+00:00,58.44,4.86,slow
A03-S03,L-A03-S03,3,2026-03-22T09:00:00+00:00,50.5,5.23,slow
A03-S03,L-A03-S03,3,2026-03-22T10:00:00+00:00,73.45,3.83,free_flow
A03-S03,L-A03-S03,3,2026-03-22T11:00:00+00:00,70.37,3.96,free_flow
A03-S03,L-A03-S03,3,2026-03-22T12:00:00+00:00,67.79,3.59,free_flow
A03-S03,L-A03-S03,3,2026-03-22T13:00:00+00:00,61.99,4.18,slow
A03-S03,L-A03-S03,3,2026-03-22T14:00:00+00:00,71.04,3.83,free_flow
A03-S03,L-A03-S03,3,2026-03-22T15:00:00+00:00,60.39,4.59,slow
A03-S03,L-A03-S03,3,2026-03-22T16:00:00+00:00,52.22,5.32,slow
A03-S03,L-A03-S03,3,2026-03-22T17:00:00+00:00,55.4,5.04,slow
A03-S03,L-A03-S03,3,2026-03-22T18:00:00+00:00,55.34,5.12,slow
A03-S03,L-A03-S03,3,2026-03-22T19:00:00+00:00,72.82,3.95,free_flow
A03-S03,L-A03-S03,3,2026-03-22T20:00:00+00:00,74.29,3.56,free_flow
A03-S03,L-A03-S03,3,2026-03-22T21:00:00+00:00,68.81,3.97,free_flow
A03-S03,L-A03-S03,3,2026-03-22T22:00:00+00:00,75.46,3.28,free_flow
A03-S03,L-A03-S03,3,2026-03-22T23:00:00+00:00,66.49,4.54,free_flow
A03-S03,L-A03-S03,3,2026-03-23T00:00:00+00:00,69.8,3.99,free_flow
A03-S03,L-A03-S03,3,2026-03-23T01:00:00+00:00,78.47,3.64,free_flow
A03-S03,L-A03-S03,3,2026-03-23T02:00:00+00:00,70.12,3.79,free_flow
A03-S03,L-A03-S03,3,2026-03-23T03:00:00+00:00,71.64,3.72,free_flow
A03-S03,L-A03-S03,3,2026-03-23T04:00:00+00:00,73.13,3.56,free_flow
A03-S03,L-A03-S03,3,2026-03-23T05:00:00+00:00,74.77,3.61,free_flow
A03-S03,L-A03-S03,3,2026-03-23T06:00:00+00:00,49.08,5.88,slow
A03-S03,L-A03-S03,3,2026-03-23T07:00:00+00:00,55.45,5.43,slow
A03-S03,L-A03-S03,3,2026-03-23T08:00:00+00:00,55.15,5.15,slow
A03-S03,L-A03-S03,3,2026-03-23T09:00:00+00:00,51.88,5.32,slow
A03-S03,L-A03-S03,3,2026-03-23T10:00:00+00:00,65.2,4.15,slow
A03-S03,L-A03-S03,3,2026-03-23T11:00:00+00:00,77.02,3.26,free_flow
A03-S03,L-A03-S03,3,2026-03-23T12:00:00+00:00,75.41,3.76,free_flow
A03-S04,L-A03-S04,3,2026-03-20T13:00:00+00:00,65.87,3.66,free_flow
A03-S04,L-A03-S04,3,2026-03-20T14:00:00+00:00,57.64,3.8,free_flow
A03-S04,L-A03-S04,3,2026-03-20T15:00:00+00:00,48.25,5.54,slow
A03-S04,L-A03-S04,3,2026-03-20T16:00:00+00:00,47.85,5.1,slow
A03-S04,L-A03-S04,3,2026-03-20T17:00:00+00:00,39.27,6.59,unknown
A03-S04,L-A03-S04,3,2026-03-20T18:00:00+00:00,50.68,5.0,slow
A03-S04,L-A03-S04,3,2026-03-20T19:00:00+00:00,63.08,4.28,free_flow
A03-S04,L-A03-S04,3,2026-03-20T20:00:00+00:00,57.55,3.85,free_flow
A03-S04,L-A03-S04,3,2026-03-20T21:00:00+00:00,62.05,3.93,free_flow
A03-S04,L-A03-S04,3,2026-03-20T22:00:00+00:00,69.27,3.64,free_flow
A03-S04,L-A03-S04,3,2026-03-20T23:00:00+00:00,67.17,3.78,free_flow
A03-S04,L-A03-S04,3,2026-03-21T00:00:00+00:00,65.12,4.12,free_flow
A03-S04,L-A03-S04,3,2026-03-21T01:00:00+00:00,60.55,4.19,free_flow
A03-S04,L-A03-S04,3,2026-03-21T02:00:00+00:00,66.39,4.16,free_flow
A03-S04,L-A03-S04,3,2026-03-21T03:00:00+00:00,49.46,5.38,slow
A03-S04,L-A03-S04,3,2026-03-21T04:00:00+00:00,71.94,3.56,free_flow
A03-S04,L-A03-S04,3,2026-03-21T05:00:00+00:00,71.06,3.59,free_flow
A03-S04,L-A03-S04,3,2026-03-21T06:00:00+00:00,50.04,4.93,slow
A03-S04,L-A03-S04,3,2026-03-21T07:00:00+00:00,48.3,5.41,slow
A03-S04,L-A03-S04,3,2026-03-21T08:00:00+00:00,46.71,4.86,slow
A03-S04,L-A03-S04,3,2026-03-21T09:00:00+00:00,53.22,4.74,slow
A03-S04,L-A03-S04,3,2026-03-21T10:00:00+00:00,62.81,4.07,free_flow
A03-S04,L-A03-S04,3,2026-03-21T11:00:00+00:00,65.79,3.72,free_flow
A03-S04,L-A03-S04,3,2026-03-21T12:00:00+00:00,58.33,4.54,free_flow
A03-S04,L-A03-S04,3,2026-03-21T13:00:00+00:00,60.85,4.22,free_flow
A03-S04,L-A03-S04,3,2026-03-21T14:00:00+00:00,66.09,4.04,free_flow
A03-S04,L-A03-S04,3,2026-03-21T15:00:00+00:00,42.33,6.05,slow
A03-S04,L-A03-S04,3,2026-03-21T16:00:00+00:00,51.52,4.56,slow
A03-S04,L-A03-S04,3,2026-03-21T17:00:00+00:00,53.17,4.64,slow
A03-S04,L-A03-S04,3,2026-03-21T18:00:00+00:00,41.75,6.13,slow
A03-S04,L-A03-S04,3,2026-03-21T19:00:00+00:00,53.08,4.74,slow
A03-S04,L-A03-S04,3,2026-03-21T20:00:00+00:00,59.0,4.27,free_flow
A03-S04,L-A03-S04,3,2026-03-21T21:00:00+00:00,60.24,4.38,free_flow
A03-S04,L-A03-S04,3,2026-03-21T22:00:00+00:00,63.44,3.75,free_flow
A03-S04,L-A03-S04,3,2026-03-21T23:00:00+00:00,56.24,4.79,slow
A03-S04,L-A03-S04,3,2026-03-22T00:00:00+00:00,68.08,3.74,free_flow
A03-S04,L-A03-S04,3,2026-03-22T01:00:00+00:00,63.86,3.8,free_flow
A03-S04,L-A03-S04,3,2026-03-22T02:00:00+00:00,69.32,3.49,free_flow
A03-S04,L-A03-S04,3,2026-03-22T03:00:00+00:00,58.11,4.54,free_flow
A03-S04,L-A03-S04,3,2026-03-22T04:00:00+00:00,68.63,3.78,free_flow
A03-S04,L-A03-S04,3,2026-03-22T05:00:00+00:00,60.56,4.05,free_flow
A03-S04,L-A03-S04,3,2026-03-22T06:00:00+00:00,47.24,5.48,slow
A03-S04,L-A03-S04,3,2026-03-22T07:00:00+00:00,49.26,4.92,slow
A03-S04,L-A03-S04,3,2026-03-22T08:00:00+00:00,49.03,5.32,slow
A03-S04,L-A03-S04,3,2026-03-22T09:00:00+00:00,47.25,5.43,slow
A03-S04,L-A03-S04,3,2026-03-22T10:00:00+00:00,57.84,4.34,free_flow
A03-S04,L-A03-S04,3,2026-03-22T11:00:00+00:00,64.14,3.9,free_flow
A03-S04,L-A03-S04,3,2026-03-22T12:00:00+00:00,59.29,4.29,free_flow
A03-S04,L-A03-S04,3,2026-03-22T13:00:00+00:00,57.72,4.54,free_flow
A03-S04,L-A03-S04,3,2026-03-22T14:00:00+00:00,62.37,3.9,free_flow
A03-S04,L-A03-S04,3,2026-03-22T15:00:00+00:00,62.41,4.04,free_flow
A03-S04,L-A03-S04,3,2026-03-22T16:00:00+00:00,43.77,5.14,unknown
A03-S04,L-A03-S04,3,2026-03-22T17:00:00+00:00,49.28,5.58,slow
A03-S04,L-A03-S04,3,2026-03-22T18:00:00+00:00,41.56,6.25,slow
A03-S04,L-A03-S04,3,2026-03-22T19:00:00+00:00,62.08,3.88,free_flow
A03-S04,L-A03-S04,3,2026-03-22T20:00:00+00:00,65.14,3.77,free_flow
A03-S04,L-A03-S04,3,2026-03-22T21:00:00+00:00,61.56,4.44,free_flow
A03-S04,L-A03-S04,3,2026-03-22T22:00:00+00:00,55.7,4.5,slow
A03-S04,L-A03-S04,3,2026-03-22T23:00:00+00:00,62.94,3.79,free_flow
A03-S04,L-A03-S04,3,2026-03-23T00:00:00+00:00,63.83,4.08,free_flow
A03-S04,L-A03-S04,3,2026-03-23T01:00:00+00:00,62.87,3.89,free_flow
A03-S04,L-A03-S04,3,2026-03-23T02:00:00+00:00,56.83,4.37,slow
A03-S04,L-A03-S04,3,2026-03-23T03:00:00+00:00,72.5,3.79,unknown
A03-S04,L-A03-S04,3,2026-03-23T04:00:00+00:00,67.95,3.39,free_flow
A03-S04,L-A03-S04,3,2026-03-23T05:00:00+00:00,58.91,4.45,free_flow
A03-S04,L-A03-S04,3,2026-03-23T06:00:00+00:00,52.12,4.55,slow
A03-S04,L-A03-S04,3,2026-03-23T07:00:00+00:00,57.55,4.44,free_flow
A03-S04,L-A03-S04,3,2026-03-23T08:00:00+00:00,51.15,5.44,slow
A03-S04,L-A03-S04,3,2026-03-23T09:00:00+00:00,42.7,5.62,slow
A03-S04,L-A03-S04,3,2026-03-23T10:00:00+00:00,65.23,3.47,free_flow
A03-S04,L-A03-S04,3,2026-03-23T11:00:00+00:00,58.73,4.47,free_flow
A03-S04,L-A03-S04,3,2026-03-23T12:00:00+00:00,69.54,3.78,free_flow
A04-S01,L-A04-S01,4,2026-03-20T13:00:00+00:00,96.55,5.05,free_flow
A04-S01,L-A04-S01,4,2026-03-20T14:00:00+00:00,94.62,5.2,free_flow
A04-S01,L-A04-S01,4,2026-03-20T15:00:00+00:00,65.97,7.5,slow
A04-S01,L-A04-S01,4,2026-03-20T16:00:00+00:00,72.36,6.76,slow
A04-S01,L-A04-S01,4,2026-03-20T17:00:00+00:00,72.69,6.68,slow
A04-S01,L-A04-S01,4,2026-03-20T18:00:00+00:00,69.92,7.04,slow
A04-S01,L-A04-S01,4,2026-03-20T19:00:00+00:00,96.63,5.19,free_flow
A04-S01,L-A04-S01,4,2026-03-20T20:00:00+00:00,87.84,5.55,slow
A04-S01,L-A04-S01,4,2026-03-20T21:00:00+00:00,111.71,4.3,free_flow
A04-S01,L-A04-S01,4,2026-03-20T22:00:00+00:00,93.52,5.55,free_flow
A04-S01,L-A04-S01,4,2026-03-20T23:00:00+00:00,86.42,5.78,slow
A04-S01,L-A04-S01,4,2026-03-21T00:00:00+00:00,93.04,5.14,free_flow
A04-S01,L-A04-S01,4,2026-03-21T01:00:00+00:00,95.37,5.21,free_flow
A04-S01,L-A04-S01,4,2026-03-21T02:00:00+00:00,92.16,5.46,free_flow
A04-S01,L-A04-S01,4,2026-03-21T03:00:00+00:00,84.24,5.76,slow
A04-S01,L-A04-S01,4,2026-03-21T04:00:00+00:00,89.24,5.62,slow
A04-S01,L-A04-S01,4,2026-03-21T05:00:00+00:00,94.42,5.75,free_flow
A04-S01,L-A04-S01,4,2026-03-21T06:00:00+00:00,64.45,7.09,slow
A04-S01,L-A04-S01,4,2026-03-21T07:00:00+00:00,67.63,6.87,slow
A04-S01,L-A04-S01,4,2026-03-21T08:00:00+00:00,69.99,7.81,slow
A04-S01,L-A04-S01,4,2026-03-21T09:00:00+00:00,62.19,8.17,congested
A04-S01,L-A04-S01,4,2026-03-21T10:00:00+00:00,91.81,5.27,free_flow
A04-S01,L-A04-S01,4,2026-03-21T11:00:00+00:00,100.66,5.4,free_flow
A04-S01,L-A04-S01,4,2026-03-21T12:00:00+00:00,96.06,4.99,free_flow
A04-S01,L-A04-S01,4,2026-03-21T13:00:00+00:00,88.93,5.13,slow
A04-S01,L-A04-S01,4,2026-03-21T14:00:00+00:00,78.23,6.35,slow
A04-S01,L-A04-S01,4,2026-03-21T15:00:00+00:00,73.39,6.72,slow
A04-S01,L-A04-S01,4,2026-03-21T16:00:00+00:00,74.34,6.35,slow
A04-S01,L-A04-S01,4,2026-03-21T17:00:00+00:00,71.1,7.36,slow
A04-S01,L-A04-S01,4,2026-03-21T18:00:00+00:00,80.88,6.31,slow
A04-S01,L-A04-S01,4,2026-03-21T19:00:00+00:00,91.59,5.69,free_flow
A04-S01,L-A04-S01,4,2026-03-21T20:00:00+00:00,90.64,5.47,free_flow
A04-S01,L-A04-S01,4,2026-03-21T21:00:00+00:00,105.51,4.58,free_flow
A04-S01,L-A04-S01,4,2026-03-21T22:00:00+00:00,91.24,5.42,free_flow
A04-S01,L-A04-S01,4,2026-03-21T23:00:00+00:00,63.73,8.7,congested
A04-S01,L-A04-S01,4,2026-03-22T00:00:00+00:00,101.15,4.46,free_flow
A04-S01,L-A04-S01,4,2026-03-22T01:00:00+00:00,97.42,5.08,free_flow
A04-S01,L-A04-S01,4,2026-03-22T02:00:00+00:00,92.22,5.3,free_flow
A04-S01,L-A04-S01,4,2026-03-22T03:00:00+00:00,99.79,4.58,free_flow
A04-S01,L-A04-S01,4,2026-03-22T04:00:00+00:00,97.02,5.23,free_flow
A04-S01,L-A04-S01,4,2026-03-22T05:00:00+00:00,94.46,5.07,free_flow
A04-S01,L-A04-S01,4,2026-03-22T06:00:00+00:00,69.49,6.55,slow
A04-S01,L-A04-S01,4,2026-03-22T07:00:00+00:00,72.53,6.1,slow
A04-S01,L-A04-S01,4,2026-03-22T08:00:00+00:00,71.7,6.99,unknown
A04-S01,L-A04-S01,4,2026-03-22T09:00:00+00:00,74.15,6.1,slow
A04-S01,L-A04-S01,4,2026-03-22T10:00:00+00:00,95.53,5.3,free_flow
A04-S01,L-A04-S01,4,2026-03-22T11:00:00+00:00,72.04,7.34,slow
A04-S01,L-A04-S01,4,2026-03-22T12:00:00+00:00,96.49,5.47,free_flow
A04-S01,L-A04-S01,4,2026-03-22T13:00:00+00:00,107.81,4.3,free_flow
A04-S01,L-A04-S01,4,2026-03-22T14:00:00+00:00,100.1,5.06,free_flow
A04-S01,L-A04-S01,4,2026-03-22T15:00:00+00:00,77.06,6.59,slow
A04-S01,L-A04-S01,4,2026-03-22T16:00:00+00:00,65.23,7.81,slow
A04-S01,L-A04-S01,4,2026-03-22T17:00:00+00:00,72.58,6.74,slow
A04-S01,L-A04-S01,4,2026-03-22T18:00:00+00:00,72.79,6.95,slow
A04-S01,L-A04-S01,4,2026-03-22T19:00:00+00:00,96.85,5.33,free_flow
A04-S01,L-A04-S01,4,2026-03-22T20:00:00+00:00,111.88,4.58,free_flow
A04-S01,L-A04-S01,4,2026-03-22T21:00:00+00:00,98.32,5.09,free_flow
A04-S01,L-A04-S01,4,2026-03-22T22:00:00+00:00,95.29,5.51,free_flow
A04-S01,L-A04-S01,4,2026-03-22T23:00:00+00:00,104.34,4.91,free_flow
A04-S01,L-A04-S01,4,2026-03-23T00:00:00+00:00,99.92,4.82,free_flow
A04-S01,L-A04-S01,4,2026-03-23T01:00:00+00:00,80.81,5.6,slow
A04-S01,L-A04-S01,4,2026-03-23T02:00:00+00:00,89.27,4.87,slow
A04-S01,L-A04-S01,4,2026-03-23T03:00:00+00:00,94.57,5.54,free_flow
A04-S01,L-A04-S01,4,2026-03-23T04:00:00+00:00,94.43,5.69,free_flow
A04-S01,L-A04-S01,4,2026-03-23T05:00:00+00:00,92.78,5.64,free_flow
A04-S01,L-A04-S01,4,2026-03-23T06:00:00+00:00,69.33,7.47,slow
A04-S01,L-A04-S01,4,2026-03-23T07:00:00+00:00,60.4,7.54,congested
A04-S01,L-A04-S01,4,2026-03-23T08:00:00+00:00,62.4,7.35,congested
A04-S01,L-A04-S01,4,2026-03-23T09:00:00+00:00,63.48,7.13,congested
A04-S01,L-A04-S01,4,2026-03-23T10:00:00+00:00,103.54,4.85,free_flow
A04-S01,L-A04-S01,4,2026-03-23T11:00:00+00:00,93.9,5.4,unknown
A04-S01,L-A04-S01,4,2026-03-23T12:00:00+00:00,105.94,4.52,free_flow
A04-S02,L-A04-S02,4,2026-03-20T13:00:00+00:00,85.32,4.39,free_flow
A04-S02,L-A04-S02,4,2026-03-20T14:00:00+00:00,81.08,4.52,slow
A04-S02,L-A04-S02,4,2026-03-20T15:00:00+00:00,69.08,5.62,slow
A04-S02,L-A04-S02,4,2026-03-20T16:00:00+00:00,70.67,5.63,slow
A04-S02,L-A04-S02,4,2026-03-20T17:00:00+00:00,67.33,6.19,slow
A04-S02,L-A04-S02,4,2026-03-20T18:00:00+00:00,64.61,5.88,slow
A04-S02,L-A04-S02,4,2026-03-20T19:00:00+00:00,89.34,4.1,free_flow
A04-S02,L-A04-S02,4,2026-03-20T20:00:00+00:00,83.74,4.91,unknown
A04-S02,L-A04-S02,4,2026-03-20T21:00:00+00:00,91.13,4.25,free_flow
A04-S02,L-A04-S02,4,2026-03-20T22:00:00+00:00,81.17,4.73,slow
A04-S02,L-A04-S02,4,2026-03-20T23:00:00+00:00,93.54,4.35,free_flow
A04-S02,L-A04-S02,4,2026-03-21T00:00:00+00:00,95.25,4.06,free_flow
A04-S02,L-A04-S02,4,2026-03-21T01:00:00+00:00,85.99,4.37,free_flow
A04-S02,L-A04-S02,4,2026-03-21T02:00:00+00:00,78.78,5.14,slow
A04-S02,L-A04-S02,4,2026-03-21T03:00:00+00:00,88.75,4.66,free_flow
A04-S02,L-A04-S02,4,2026-03-21T04:00:00+00:00,87.56,4.87,free_flow
A04-S02,L-A04-S02,4,2026-03-21T05:00:00+00:00,95.04,4.09,free_flow
A04-S02,L-A04-S02,4,2026-03-21T06:00:00+00:00,55.95,7.16,congested
A04-S02,L-A04-S02,4,2026-03-21T07:00:00+00:00,68.64,5.19,slow
A04-S02,L-A04-S02,4,2026-03-21T08:00:00+00:00,67.9,5.81,slow
A04-S02,L-A04-S02,4,2026-03-21T09:00:00+00:00,66.98,5.2,slow
A04-S02,L-A04-S02,4,2026-03-21T10:00:00+00:00,94.9,4.41,free_flow
A04-S02,L-A04-S02,4,2026-03-21T11:00:00+00:00,83.88,4.74,free_flow
A04-S02,L-A04-S02,4,2026-03-21T12:00:00+00:00,89.06,4.35,free_flow
A04-S02,L-A04-S02,4,2026-03-21T13:00:00+00:00,80.52,4.9,slow
A04-S02,L-A04-S02,4,2026-03-21T14:00:00+00:00,98.48,4.0,free_flow
A04-S02,L-A04-S02,4,2026-03-21T15:00:00+00:00,54.56,7.24,congested
A04-S02,L-A04-S02,4,2026-03-21T16:00:00+00:00,71.61,5.43,slow
A04-S02,L-A04-S02,4,2026-03-21T17:00:00+00:00,60.92,6.11,slow
A04-S02,L-A04-S02,4,2026-03-21T18:00:00+00:00,77.32,5.21,slow
A04-S02,L-A04-S02,4,2026-03-21T19:00:00+00:00,87.16,4.44,free_flow
A04-S02,L-A04-S02,4,2026-03-21T20:00:00+00:00,82.66,5.27,free_flow
A04-S02,L-A04-S02,4,2026-03-21T21:00:00+00:00,83.64,4.68,free_flow
A04-S02,L-A04-S02,4,2026-03-21T22:00:00+00:00,82.32,4.44,free_flow
A04-S02,L-A04-S02,4,2026-03-21T23:00:00+00:00,57.19,6.61,unknown
A04-S02,L-A04-S02,4,2026-03-22T00:00:00+00:00,90.27,4.06,free_flow
A04-S02,L-A04-S02,4,2026-03-22T01:00:00+00:00,83.01,4.41,free_flow
A04-S02,L-A04-S02,4,2026-03-22T02:00:00+00:00,80.8,4.96,slow
A04-S02,L-A04-S02,4,2026-03-22T03:00:00+00:00,77.49,4.69,slow
A04-S02,L-A04-S02,4,2026-03-22T04:00:00+00:00,101.9,3.88,free_flow
A04-S02,L-A04-S02,4,2026-03-22T05:00:00+00:00,93.18,4.11,free_flow
A04-S02,L-A04-S02,4,2026-03-22T06:00:00+00:00,63.33,5.98,slow
A04-S02,L-A04-S02,4,2026-03-22T07:00:00+00:00,60.13,6.81,slow
A04-S02,L-A04-S02,4,2026-03-22T08:00:00+00:00,61.84,7.13,slow
A04-S02,L-A04-S02,4,2026-03-22T09:00:00+00:00,63.35,6.37,slow
A04-S02,L-A04-S02,4,2026-03-22T10:00:00+00:00,97.39,3.8,free_flow
A04-S02,L-A04-S02,4,2026-03-22T11:00:00+00:00,74.05,4.95,slow
A04-S02,L-A04-S02,4,2026-03-22T12:00:00+00:00,90.73,4.61,free_flow
A04-S02,L-A04-S02,4,2026-03-22T13:00:00+00:00,85.41,4.71,free_flow
A04-S02,L-A04-S02,4,2026-03-22T14:00:00+00:00,89.28,4.38,free_flow
A04-S02,L-A04-S02,4,2026-03-22T15:00:00+00:00,64.92,5.7,slow
A04-S02,L-A04-S02,4,2026-03-22T16:00:00+00:00,58.0,6.56,slow
A04-S02,L-A04-S02,4,2026-03-22T17:00:00+00:00,63.04,6.03,slow
A04-S02,L-A04-S02,4,2026-03-22T18:00:00+00:00,72.94,5.29,slow
A04-S02,L-A04-S02,4,2026-03-22T19:00:00+00:00,91.46,4.36,free_flow
A04-S02,L-A04-S02,4,2026-03-22T20:00:00+00:00,91.28,4.13,free_flow
A04-S02,L-A04-S02,4,2026-03-22T21:00:00+00:00,83.48,4.88,free_flow
A04-S02,L-A04-S02,4,2026-03-22T22:00:00+00:00,91.87,4.18,free_flow
A04-S02,L-A04-S02,4,2026-03-22T23:00:00+00:00,85.09,4.74,free_flow
A04-S02,L-A04-S02,4,2026-03-23T00:00:00+00:00,82.52,4.62,free_flow
A04-S02,L-A04-S02,4,2026-03-23T01:00:00+00:00,89.2,4.45,free_flow
A04-S02,L-A04-S02,4,2026-03-23T02:00:00+00:00,96.58,4.08,free_flow
A04-S02,L-A04-S02,4,2026-03-23T03:00:00+00:00,96.72,4.2,unknown
A04-S02,L-A04-S02,4,2026-03-23T04:00:00+00:00,76.04,4.7,slow
A04-S02,L-A04-S02,4,2026-03-23T05:00:00+00:00,95.08,4.03,free_flow
A04-S02,L-A04-S02,4,2026-03-23T06:00:00+00:00,63.92,6.27,slow
A04-S02,L-A04-S02,4,2026-03-23T07:00:00+00:00,75.43,5.2,slow
A04-S02,L-A04-S02,4,2026-03-23T08:00:00+00:00,61.6,6.1,slow
A04-S02,L-A04-S02,4,2026-03-23T09:00:00+00:00,55.98,7.26,congested
A04-S02,L-A04-S02,4,2026-03-23T10:00:00+00:00,79.3,5.05,slow
A04-S02,L-A04-S02,4,2026-03-23T11:00:00+00:00,85.51,4.51,free_flow
A04-S02,L-A04-S02,4,2026-03-23T12:00:00+00:00,92.29,4.13,free_flow
A04-S03,L-A04-S03,4,2026-03-20T13:00:00+00:00,70.37,3.46,free_flow
A04-S03,L-A04-S03,4,2026-03-20T14:00:00+00:00,66.98,3.62,free_flow
A04-S03,L-A04-S03,4,2026-03-20T15:00:00+00:00,54.15,5.33,slow
A04-S03,L-A04-S03,4,2026-03-20T16:00:00+00:00,50.1,5.04,slow
A04-S03,L-A04-S03,4,2026-03-20T17:00:00+00:00,60.17,4.34,slow
A04-S03,L-A04-S03,4,2026-03-20T18:00:00+00:00,48.35,5.39,slow
A04-S03,L-A04-S03,4,2026-03-20T19:00:00+00:00,71.2,3.52,free_flow
A04-S03,L-A04-S03,4,2026-03-20T20:00:00+00:00,79.45,3.05,free_flow
A04-S03,L-A04-S03,4,2026-03-20T21:00:00+00:00,78.38,2.97,free_flow
A04-S03,L-A04-S03,4,2026-03-20T22:00:00+00:00,65.81,3.99,free_flow
A04-S03,L-A04-S03,4,2026-03-20T23:00:00+00:00,63.1,4.0,slow
A04-S03,L-A04-S03,4,2026-03-21T00:00:00+00:00,70.14,3.62,free_flow
A04-S03,L-A04-S03,4,2026-03-21T01:00:00+00:00,67.15,4.06,free_flow
A04-S03,L-A04-S03,4,2026-03-21T02:00:00+00:00,64.82,3.84,slow
A04-S03,L-A04-S03,4,2026-03-21T03:00:00+00:00,77.79,3.43,free_flow
A04-S03,L-A04-S03,4,2026-03-21T04:00:00+00:00,73.23,3.76,free_flow
A04-S03,L-A04-S03,4,2026-03-21T05:00:00+00:00,75.59,3.46,free_flow
A04-S03,L-A04-S03,4,2026-03-21T06:00:00+00:00,52.69,5.3,slow
A04-S03,L-A04-S03,4,2026-03-21T07:00:00+00:00,54.73,4.49,slow
A04-S03,L-A04-S03,4,2026-03-21T08:00:00+00:00,43.35,5.96,congested
A04-S03,L-A04-S03,4,2026-03-21T09:00:00+00:00,56.14,4.74,slow
A04-S03,L-A04-S03,4,2026-03-21T10:00:00+00:00,77.76,3.41,free_flow
A04-S03,L-A04-S03,4,2026-03-21T11:00:00+00:00,80.42,3.05,free_flow
A04-S03,L-A04-S03,4,2026-03-21T12:00:00+00:00,69.74,3.51,free_flow
A04-S03,L-A04-S03,4,2026-03-21T13:00:00+00:00,66.68,3.63,free_flow
A04-S03,L-A04-S03,4,2026-03-21T14:00:00+00:00,63.51,3.86,slow
